Longitude,Latitude,Field,Dataset,Product,Obj. Id,Swth Wdth(ft),Distance(ft),Duration(s),Track(deg),Elevation(ft),Area Count,Time,Y Offset(ft),Pass Num,Moisture(%),Eng Load(%),Yld Mass(Wet)(lb/ac),Yld Mass(Dry)(lb/ac),Crop Flw(M)(lb/s),Yld Vol(Dry)(bu/ac),Yld Vol(Wet)(bu/ac),Speed(mph),Prod(ac/h),Crop Flw(V)(bu/h),Date
-81.49694330,35.94188670,bif field,L7:2021_06_18_001 (13078),WHEAT,106,29.99,3.642,1.000,33.43,1111.5,On,6/18/2021,0.00,5,14.22,3391.5,987.82,987.82,2.476,18.29,18.29,2.483,9.025,165.10,6/18/2021
-81.49694330,35.94188670,bif field,L7:2021_06_18_001 (13078),WHEAT,107,29.99,3.642,1.000,33.43,1111.5,On,6/18/2021,0.00,5,14.22,3391.5,844.21,844.21,2.116,15.63,15.63,2.483,9.025,141.09,6/18/2021
-81.49695830,35.94186830,bif field,L7:2021_06_18_001 (13078),WHEAT,108,29.99,3.642,1.000,13.70,1111.5,On,6/18/2021,0.00,5,14.22,3062.4,763.00,763.00,1.913,14.13,14.13,2.483,9.025,127.52,6/18/2021
-81.49696080,35.94186000,bif field,L7:2021_06_18_001 (13078),WHEAT,109,29.99,3.609,1.000,13.70,1111.5,On,6/18/2021,0.00,5,14.22,3062.4,721.63,721.63,1.793,13.36,13.36,2.461,8.944,119.52,6/18/2021
-81.49696330,35.94185170,bif field,L7:2021_06_18_001 (13078),WHEAT,110,29.99,3.642,1.000,38.99,1111.2,On,6/18/2021,0.00,5,14.26,3062.4,741.07,741.07,1.858,13.72,13.72,2.483,9.025,123.86,6/18/2021
-81.49697080,35.94184420,bif field,L7:2021_06_18_001 (13078),WHEAT,111,29.99,3.675,1.000,38.99,1111.2,On,6/18/2021,0.00,5,14.26,3104.6,648.50,648.50,1.640,12.01,12.01,2.505,9.106,109.36,6/18/2021
-81.49697830,35.94183670,bif field,L7:2021_06_18_001 (13078),WHEAT,112,29.99,3.445,1.000,5.522,1111.2,On,6/18/2021,0.00,5,14.26,3104.6,680.18,680.18,1.613,12.60,12.60,2.349,8.537,107.53,6/18/2021
-81.49700723,35.94179443,bif field,L7:2021_06_18_001 (13078),WHEAT,113,29.99,2.461,1.000,51.33,1108.6,On,6/18/2021,0.00,6,14.26,2795.5,855.14,855.14,1.449,15.84,15.84,1.678,6.098,96.57,6/18/2021
-81.49701670,35.94178830,bif field,L7:2021_06_18_001 (13078),WHEAT,114,29.99,2.461,1.000,6.924,1108.6,On,6/18/2021,0.00,6,14.26,2971.8,957.08,957.08,1.621,17.72,17.72,1.678,6.098,108.08,6/18/2021
-81.49701745,35.94178330,bif field,L7:2021_06_18_001 (13078),WHEAT,115,29.99,2.461,1.000,6.924,1112.9,On,6/18/2021,0.00,6,14.26,2971.8,1391.4,1391.4,2.357,25.77,25.77,1.678,6.098,157.12,6/18/2021
-81.49701820,35.94177830,bif field,L7:2021_06_18_001 (13078),WHEAT,116,29.99,2.559,1.000,39.66,1112.2,On,6/18/2021,0.00,6,14.23,2971.8,1682.1,1682.1,2.963,31.15,31.15,1.745,6.342,197.55,6/18/2021
-81.49702245,35.94177415,bif field,L7:2021_06_18_001 (13078),WHEAT,117,29.99,2.690,1.000,39.66,1112.2,On,6/18/2021,0.00,6,14.23,2995.4,1701.7,1701.7,3.152,31.51,31.51,1.834,6.667,210.10,6/18/2021
-81.49702670,35.94177000,bif field,L7:2021_06_18_001 (13078),WHEAT,118,29.99,2.822,1.000,11.36,1112.9,On,6/18/2021,0.00,6,14.22,2995.4,1386.7,1386.7,2.693,25.68,25.68,1.924,6.992,179.57,6/18/2021
-81.49703000,35.94175670,bif field,L7:2021_06_18_001 (13078),WHEAT,119,29.99,2.822,1.000,11.36,1112.9,On,6/18/2021,0.00,6,14.22,2995.4,1387.4,1387.4,2.695,25.69,25.69,1.924,6.992,179.66,6/18/2021
-81.49703000,35.94175670,bif field,L7:2021_06_18_001 (13078),WHEAT,120,29.99,2.854,1.000,38.99,1114.2,On,6/18/2021,0.00,6,14.20,3000.0,1161.5,1161.5,2.282,21.51,21.51,1.946,7.074,152.16,6/18/2021
-81.49704000,35.94174670,bif field,L7:2021_06_18_001 (13078),WHEAT,121,29.99,2.854,1.000,38.99,1114.2,On,6/18/2021,0.00,6,14.20,3000.0,990.55,990.55,1.946,18.34,18.34,1.946,7.074,129.76,6/18/2021
-81.49704500,35.94174170,bif field,L7:2021_06_18_001 (13078),WHEAT,122,29.99,2.822,1.000,11.28,1115.1,On,6/18/2021,0.00,6,14.16,3000.0,939.07,939.07,1.824,17.39,17.39,1.924,6.992,121.60,6/18/2021
-81.49704500,35.94174170,bif field,L7:2021_06_18_001 (13078),WHEAT,123,29.99,2.756,1.000,11.28,1115.1,On,6/18/2021,0.00,6,14.16,3000.0,942.36,942.36,1.788,17.45,17.45,1.879,6.830,119.19,6/18/2021
-81.49704830,35.94172830,bif field,L7:2021_06_18_001 (13078),WHEAT,124,29.99,2.690,1.000,10.40,1116.1,On,6/18/2021,0.00,6,14.14,3000.0,2113.6,2113.6,3.914,39.14,39.14,1.834,6.667,260.96,6/18/2021
-81.49705000,35.94172080,bif field,L7:2021_06_18_001 (13078),WHEAT,125,29.99,2.690,1.000,10.40,1116.1,On,6/18/2021,0.00,6,14.14,3000.0,3479.8,3479.8,6.445,64.44,64.44,1.834,6.667,429.64,6/18/2021
-81.49705170,35.94171330,bif field,L7:2021_06_18_001 (13078),WHEAT,126,29.99,2.493,1.000,15.10,1116.1,On,6/18/2021,0.00,6,14.20,2942.5,4782.9,4782.9,8.210,88.57,88.57,1.700,6.179,547.31,6/18/2021
-81.49705670,35.94169830,bif field,L7:2021_06_18_001 (13078),WHEAT,127,29.99,2.362,1.000,15.10,1116.1,On,6/18/2021,0.00,6,14.20,2942.5,4145.0,4145.0,6.740,76.76,76.76,1.611,5.854,449.36,6/18/2021
-81.49705670,35.94169830,bif field,L7:2021_06_18_001 (13078),WHEAT,128,29.99,2.362,1.000,45.87,1115.8,On,6/18/2021,0.00,6,14.18,2942.5,3362.7,3362.7,5.468,62.27,62.27,1.611,5.854,364.55,6/18/2021
-81.49707223,35.94168610,bif field,L7:2021_06_18_001 (13078),WHEAT,129,29.99,2.592,1.000,45.87,1115.8,On,6/18/2021,0.00,6,14.18,2998.9,2599.9,2599.9,4.639,48.15,48.15,1.767,6.423,309.25,6/18/2021
-81.49708000,35.94168000,bif field,L7:2021_06_18_001 (13078),WHEAT,130,29.99,2.887,1.000,24.13,1119.4,On,6/18/2021,0.00,6,14.23,2998.9,2225.3,2225.3,4.423,41.21,41.21,1.969,7.155,294.85,6/18/2021
-81.49708000,35.94168000,bif field,L7:2021_06_18_001 (13078),WHEAT,131,29.99,2.986,1.000,24.13,1119.4,On,6/18/2021,0.00,6,14.23,2998.9,1875.8,1875.8,3.855,34.74,34.74,2.036,7.399,257.02,6/18/2021
-81.49708830,35.94166500,bif field,L7:2021_06_18_001 (13078),WHEAT,132,29.99,2.920,1.000,28.48,1119.4,On,6/18/2021,0.00,6,14.22,2989.8,2047.6,2047.6,4.116,37.92,37.92,1.991,7.236,274.39,6/18/2021
-81.49709500,35.94165500,bif field,L7:2021_06_18_001 (13078),WHEAT,133,29.99,2.887,1.000,28.48,1119.4,On,6/18/2021,0.00,6,14.22,2989.8,2206.3,2206.3,4.385,40.86,40.86,1.969,7.155,292.33,6/18/2021
-81.49710170,35.94164500,bif field,L7:2021_06_18_001 (13078),WHEAT,134,29.99,2.887,1.000,11.36,1119.4,On,6/18/2021,0.00,6,14.26,2989.8,2332.1,2332.1,4.635,43.19,43.19,1.969,7.155,309.00,6/18/2021
-81.49710500,35.94163170,bif field,L7:2021_06_18_001 (13078),WHEAT,135,29.99,2.953,1.000,11.36,1119.7,On,6/18/2021,0.00,6,14.26,3766.2,2791.8,2791.8,5.675,51.70,51.70,2.013,7.318,378.33,6/18/2021
-81.49710500,35.94163170,bif field,L7:2021_06_18_001 (13078),WHEAT,136,29.99,3.051,1.000,17.99,1119.7,On,6/18/2021,0.00,6,14.26,3766.2,2870.2,2870.2,6.029,53.15,53.15,2.080,7.562,401.91,6/18/2021
-81.49710947,35.94162057,bif field,L7:2021_06_18_001 (13078),WHEAT,137,29.99,3.150,1.000,17.99,1120.0,On,6/18/2021,0.00,6,14.26,3766.2,3385.0,3385.0,7.339,62.69,62.69,2.147,7.805,489.29,6/18/2021
-81.49711170,35.94161500,bif field,L7:2021_06_18_001 (13078),WHEAT,138,29.99,3.281,1.000,69.04,1121.1,On,6/18/2021,0.00,6,14.26,3829.3,2812.6,2812.6,6.352,52.09,52.09,2.237,8.131,423.49,6/18/2021
-81.49711170,35.94161500,bif field,L7:2021_06_18_001 (13078),WHEAT,139,29.99,3.806,1.000,69.04,1121.1,On,6/18/2021,0.00,6,14.26,3829.3,2457.2,2457.2,6.438,45.50,45.50,2.595,9.432,429.17,6/18/2021
-81.49713330,35.94160830,bif field,L7:2021_06_18_001 (13078),WHEAT,140,29.99,4.331,1.000,36.02,1120.7,On,6/18/2021,0.00,6,14.26,3829.3,1911.2,1911.2,5.698,35.39,35.39,2.953,10.73,379.84,6/18/2021
-81.49714830,35.94159160,bif field,L7:2021_06_18_001 (13078),WHEAT,141,29.99,4.396,1.000,36.02,1120.7,On,6/18/2021,0.00,6,14.26,3499.6,1865.4,1865.4,5.645,34.54,34.54,2.997,10.90,376.36,6/18/2021
-81.49714830,35.94159160,bif field,L7:2021_06_18_001 (13078),WHEAT,142,29.99,4.396,1.000,43.14,1119.7,On,6/18/2021,0.00,6,14.26,3499.6,2093.3,2093.3,6.335,38.76,38.76,2.997,10.90,422.34,6/18/2021
-81.49717330,35.94157000,bif field,L7:2021_06_18_001 (13078),WHEAT,143,29.99,4.495,1.000,43.14,1119.7,On,6/18/2021,0.00,6,14.26,3499.6,2215.9,2215.9,6.857,41.04,41.04,3.065,11.14,457.10,6/18/2021
-81.49717330,35.94157000,bif field,L7:2021_06_18_001 (13078),WHEAT,144,29.99,4.364,1.000,32.27,1120.4,On,6/18/2021,0.00,6,14.26,3418.9,3350.2,3350.2,10.06,62.04,62.04,2.975,10.81,670.89,6/18/2021
-81.49718110,35.94156000,bif field,L7:2021_06_18_001 (13078),WHEAT,145,29.99,3.970,1.000,32.27,1120.4,On,6/18/2021,0.00,6,14.26,3418.9,3916.8,3916.8,10.70,72.53,72.53,2.707,9.838,713.60,6/18/2021
-81.49718500,35.94155500,bif field,L7:2021_06_18_001 (13078),WHEAT,146,29.99,3.740,1.000,47.12,1121.1,On,6/18/2021,0.00,6,14.26,3418.9,4604.2,4604.2,11.85,85.26,85.26,2.550,9.269,790.31,6/18/2021
-81.49718500,35.94155500,bif field,L7:2021_06_18_001 (13078),WHEAT,147,29.99,4.068,1.000,47.12,1121.1,On,6/18/2021,0.00,6,14.26,4204.7,3546.2,3546.2,9.931,65.67,65.67,2.774,10.08,662.09,6/18/2021
-81.49721160,35.94153500,bif field,L7:2021_06_18_001 (13078),WHEAT,148,29.99,4.331,1.000,49.13,1121.7,On,6/18/2021,0.00,6,14.23,4204.7,3324.1,3324.1,9.910,61.56,61.56,2.953,10.73,660.67,6/18/2021
-81.49722830,35.94152330,bif field,L7:2021_06_18_001 (13078),WHEAT,149,29.99,4.396,1.000,49.13,1121.7,On,6/18/2021,0.00,6,14.23,4204.7,2647.7,2647.7,8.013,49.03,49.03,2.997,10.90,534.20,6/18/2021
-81.49722830,35.94152330,bif field,L7:2021_06_18_001 (13078),WHEAT,150,29.99,4.429,1.000,47.19,1119.7,On,6/18/2021,0.00,6,14.22,3499.6,3091.5,3091.5,9.426,57.25,57.25,3.020,10.98,628.40,6/18/2021
-81.49724830,35.94150830,bif field,L7:2021_06_18_001 (13078),WHEAT,151,29.99,4.528,1.000,47.19,1119.7,On,6/18/2021,0.00,6,14.22,3499.6,2824.0,2824.0,8.802,52.30,52.30,3.087,11.22,586.79,6/18/2021
-81.49724830,35.94150830,bif field,L7:2021_06_18_001 (13078),WHEAT,152,29.99,4.626,1.000,45.47,1119.7,On,6/18/2021,0.00,6,14.20,3499.6,2346.4,2346.4,7.472,43.45,43.45,3.154,11.46,498.14,6/18/2021
-81.49725387,35.94150387,bif field,L7:2021_06_18_001 (13078),WHEAT,153,29.99,4.692,1.000,45.47,1122.0,On,6/18/2021,0.00,6,14.20,4096.2,2626.9,2626.9,8.484,48.65,48.65,3.199,11.63,565.60,6/18/2021
-81.49726500,35.94149500,bif field,L7:2021_06_18_001 (13078),WHEAT,154,29.99,4.593,1.000,47.88,1122.0,On,6/18/2021,0.00,6,14.15,4096.2,2793.8,2793.8,8.834,51.74,51.74,3.132,11.38,588.92,6/18/2021
-81.49726500,35.94149500,bif field,L7:2021_06_18_001 (13078),WHEAT,155,29.99,4.528,1.000,47.88,1121.4,On,6/18/2021,0.00,6,14.15,4096.2,3164.2,3164.2,9.862,58.60,58.60,3.087,11.22,657.48,6/18/2021
-81.49729000,35.94147670,bif field,L7:2021_06_18_001 (13078),WHEAT,156,29.99,4.495,1.000,38.99,1121.4,On,6/18/2021,0.00,6,14.20,3657.9,2840.9,2840.9,8.790,52.61,52.61,3.065,11.14,586.01,6/18/2021
-81.49731000,35.94145670,bif field,L7:2021_06_18_001 (13078),WHEAT,157,29.99,4.462,1.000,38.99,1121.4,On,6/18/2021,0.00,6,14.20,3657.9,2395.5,2395.5,7.358,44.36,44.36,3.042,11.06,490.53,6/18/2021
-81.49731000,35.94145670,bif field,L7:2021_06_18_001 (13078),WHEAT,158,29.99,4.429,1.000,42.03,1121.4,On,6/18/2021,0.00,6,14.23,3657.9,2242.7,2242.7,6.838,41.53,41.53,3.020,10.98,455.87,6/18/2021
-81.49732113,35.94144670,bif field,L7:2021_06_18_001 (13078),WHEAT,159,29.99,4.364,1.000,42.03,1121.4,On,6/18/2021,0.00,6,14.23,3820.1,2051.7,2051.7,6.163,37.99,37.99,2.975,10.81,410.87,6/18/2021
-81.49732670,35.94144170,bif field,L7:2021_06_18_001 (13078),WHEAT,160,29.99,4.199,1.000,38.83,1120.4,On,6/18/2021,0.00,6,14.27,3820.1,2240.2,2240.2,6.476,41.49,41.49,2.863,10.41,431.75,6/18/2021
-81.49732670,35.94144170,bif field,L7:2021_06_18_001 (13078),WHEAT,161,29.99,4.068,1.000,38.83,1120.4,On,6/18/2021,0.00,6,14.27,3820.1,2584.6,2584.6,7.238,47.86,47.86,2.774,10.08,482.57,6/18/2021
-81.49734330,35.94142500,bif field,L7:2021_06_18_001 (13078),WHEAT,162,29.99,3.871,1.000,42.40,1121.1,On,6/18/2021,0.00,6,14.23,3959.6,3276.9,3276.9,8.733,60.68,60.68,2.640,9.594,582.21,6/18/2021
-81.49734330,35.94142500,bif field,L7:2021_06_18_001 (13078),WHEAT,163,29.99,3.773,1.000,42.40,1121.1,On,6/18/2021,0.00,6,14.23,3959.6,3764.8,3764.8,9.778,69.72,69.72,2.572,9.350,651.89,6/18/2021
-81.49735830,35.94141170,bif field,L7:2021_06_18_001 (13078),WHEAT,164,29.99,3.806,1.000,53.46,1119.7,On,6/18/2021,0.00,6,14.26,3959.6,3638.5,3638.5,9.533,67.38,67.38,2.595,9.432,635.51,6/18/2021
-81.49738330,35.94139670,bif field,L7:2021_06_18_001 (13078),WHEAT,165,29.99,3.773,1.000,53.46,1119.7,On,6/18/2021,0.00,6,14.26,3972.2,2848.9,2848.9,7.399,52.76,52.76,2.572,9.350,493.29,6/18/2021
-81.49738330,35.94139670,bif field,L7:2021_06_18_001 (13078),WHEAT,166,29.99,3.707,1.000,42.60,1122.0,On,6/18/2021,0.00,6,14.26,3972.2,2566.7,2566.7,6.551,47.53,47.53,2.528,9.188,436.71,6/18/2021
-81.49739223,35.94138883,bif field,L7:2021_06_18_001 (13078),WHEAT,167,29.99,3.642,1.000,42.60,1122.0,On,6/18/2021,0.00,6,14.26,3972.2,2361.8,2361.8,5.921,43.74,43.74,2.483,9.025,394.73,6/18/2021
-81.49739670,35.94138490,bif field,L7:2021_06_18_001 (13078),WHEAT,168,29.99,3.576,1.000,39.21,1121.4,On,6/18/2021,0.00,6,14.26,3341.1,2722.6,2722.6,6.702,50.42,50.42,2.438,8.862,446.83,6/18/2021
-81.49739670,35.94138490,bif field,L7:2021_06_18_001 (13078),WHEAT,169,29.99,3.543,1.000,39.21,1121.4,On,6/18/2021,0.00,6,14.26,3341.1,2418.2,2418.2,5.899,44.78,44.78,2.416,8.781,393.24,6/18/2021
-81.49741000,35.94137170,bif field,L7:2021_06_18_001 (13078),WHEAT,170,29.99,3.510,1.000,44.12,1120.0,On,6/18/2021,0.00,6,14.26,3341.1,2691.7,2691.7,6.505,49.85,49.85,2.394,8.700,433.65,6/18/2021
-81.49741000,35.94137170,bif field,L7:2021_06_18_001 (13078),WHEAT,171,29.99,3.478,1.000,44.12,1120.0,On,6/18/2021,0.00,6,14.26,4312.8,3772.3,3772.3,9.031,69.86,69.86,2.371,8.619,602.07,6/18/2021
-81.49743000,35.94135500,bif field,L7:2021_06_18_001 (13078),WHEAT,172,29.99,3.510,1.000,50.60,1123.7,On,6/18/2021,0.00,6,14.26,4312.8,3358.5,3358.5,8.116,62.19,62.19,2.394,8.700,541.08,6/18/2021
-81.49745000,35.94134170,bif field,L7:2021_06_18_001 (13078),WHEAT,173,29.99,3.609,1.000,50.60,1123.7,On,6/18/2021,0.00,6,14.26,4312.8,3269.9,3269.9,8.124,60.55,60.55,2.461,8.944,541.58,6/18/2021
-81.49745000,35.94134170,bif field,L7:2021_06_18_001 (13078),WHEAT,174,29.99,3.642,1.000,51.70,1123.7,On,6/18/2021,0.00,6,14.26,3380.4,2555.0,2555.0,6.405,47.31,47.31,2.483,9.025,427.02,6/18/2021
-81.49746220,35.94133390,bif field,L7:2021_06_18_001 (13078),WHEAT,175,29.99,3.707,1.000,51.70,1124.3,On,6/18/2021,0.00,6,14.26,3380.4,2262.0,2262.0,5.773,41.89,41.89,2.528,9.188,384.87,6/18/2021
-81.49746830,35.94133000,bif field,L7:2021_06_18_001 (13078),WHEAT,176,29.99,3.871,1.000,54.15,1124.3,On,6/18/2021,0.00,6,14.26,3380.4,1564.4,1564.4,4.169,28.97,28.97,2.640,9.594,277.95,6/18/2021
-81.49746830,35.94133000,bif field,L7:2021_06_18_001 (13078),WHEAT,177,29.99,4.199,1.000,54.15,1124.0,On,6/18/2021,0.00,6,14.26,3843.6,1116.4,1116.4,3.227,20.67,20.67,2.863,10.41,215.16,6/18/2021
-81.49748830,35.94131830,bif field,L7:2021_06_18_001 (13078),WHEAT,178,29.99,4.429,1.000,51.63,1122.4,On,6/18/2021,0.00,6,14.23,3843.6,1135.1,1135.1,3.461,21.02,21.02,3.020,10.98,230.74,6/18/2021
-81.49748830,35.94131830,bif field,L7:2021_06_18_001 (13078),WHEAT,179,29.99,4.495,1.000,51.63,1122.4,On,6/18/2021,0.00,6,14.23,3843.6,988.18,988.18,3.058,18.30,18.30,3.065,11.14,203.84,6/18/2021
-81.49751170,35.94130330,bif field,L7:2021_06_18_001 (13078),WHEAT,180,29.99,4.495,1.000,43.70,1122.0,On,6/18/2021,0.00,6,14.22,3578.1,1008.4,1008.4,3.120,18.67,18.67,3.065,11.14,208.01,6/18/2021
-81.49753330,35.94128500,bif field,L7:2021_06_18_001 (13078),WHEAT,181,29.99,4.495,1.000,43.70,1122.0,On,6/18/2021,0.00,6,14.22,3578.1,1261.3,1261.3,3.903,23.36,23.36,3.065,11.14,260.19,6/18/2021
-81.49753330,35.94128500,bif field,L7:2021_06_18_001 (13078),WHEAT,182,29.99,4.495,1.000,41.50,1121.4,On,6/18/2021,0.00,6,14.20,3578.1,1421.5,1421.5,4.398,26.32,26.32,3.065,11.14,293.22,6/18/2021
-81.49754663,35.94127280,bif field,L7:2021_06_18_001 (13078),WHEAT,183,29.99,4.429,1.000,41.50,1121.4,On,6/18/2021,0.00,6,14.20,3415.8,1458.3,1458.3,4.447,27.01,27.01,3.020,10.98,296.44,6/18/2021
-81.49755330,35.94126670,bif field,L7:2021_06_18_001 (13078),WHEAT,184,29.99,4.528,1.000,48.43,1120.7,On,6/18/2021,0.00,6,14.16,3415.8,1510.8,1510.8,4.709,27.98,27.98,3.087,11.22,313.92,6/18/2021
-81.49756500,35.94125830,bif field,L7:2021_06_18_001 (13078),WHEAT,185,29.99,4.692,1.000,48.43,1120.7,On,6/18/2021,0.00,6,14.16,3415.8,1389.1,1389.1,4.486,25.72,25.72,3.199,11.63,299.08,6/18/2021
-81.49757670,35.94124990,bif field,L7:2021_06_18_001 (13078),WHEAT,186,29.99,4.823,1.000,48.04,1121.4,On,6/18/2021,0.00,6,14.14,3300.0,1293.2,1293.2,4.294,23.95,23.95,3.288,11.95,286.24,6/18/2021
-81.49757670,35.94124990,bif field,L7:2021_06_18_001 (13078),WHEAT,187,29.99,4.692,1.000,48.04,1121.4,On,6/18/2021,0.00,6,14.14,3300.0,1263.5,1263.5,4.081,23.40,23.40,3.199,11.63,272.06,6/18/2021
-81.49760170,35.94123170,bif field,L7:2021_06_18_001 (13078),WHEAT,188,29.99,4.560,1.000,44.65,1120.4,On,6/18/2021,0.00,6,14.14,3300.0,908.35,908.35,2.852,16.82,16.82,3.109,11.30,190.11,6/18/2021
-81.49762000,35.94121670,bif field,L7:2021_06_18_001 (13078),WHEAT,189,29.99,4.429,1.000,44.65,1120.4,On,6/18/2021,0.00,6,14.14,3530.8,847.36,847.36,2.584,15.69,15.69,3.020,10.98,172.24,6/18/2021
-81.49762000,35.94121670,bif field,L7:2021_06_18_001 (13078),WHEAT,190,29.99,4.429,1.000,51.39,1119.7,On,6/18/2021,0.00,6,14.25,3530.8,745.35,745.35,2.273,13.80,13.80,3.020,10.98,151.51,6/18/2021
-81.49763547,35.94120670,bif field,L7:2021_06_18_001 (13078),WHEAT,191,29.99,4.331,1.000,51.39,1119.7,On,6/18/2021,0.00,6,14.25,3530.8,799.56,799.56,2.384,14.81,14.81,2.953,10.73,158.91,6/18/2021
-81.49764320,35.94120170,bif field,L7:2021_06_18_001 (13078),WHEAT,192,29.99,4.101,1.000,50.53,1120.0,On,6/18/2021,0.00,6,14.24,3299.6,731.33,731.33,2.065,13.54,13.54,2.796,10.16,137.65,6/18/2021
-81.49765325,35.94119500,bif field,L7:2021_06_18_001 (13078),WHEAT,193,29.99,3.609,1.000,50.53,1120.0,On,6/18/2021,0.00,6,14.24,3299.6,796.02,796.02,1.978,14.74,14.74,2.461,8.944,131.84,6/18/2021
-81.49766330,35.94118830,bif field,L7:2021_06_18_001 (13078),WHEAT,194,29.99,3.182,1.000,58.46,1120.0,On,6/18/2021,0.00,6,14.22,3299.6,892.98,892.98,1.956,16.54,16.54,2.170,7.887,130.42,6/18/2021
-81.49767165,35.94118415,bif field,L7:2021_06_18_001 (13078),WHEAT,195,29.99,3.150,1.000,58.46,1120.0,On,6/18/2021,0.00,6,14.22,3500.0,1113.0,1113.0,2.413,20.61,20.61,2.147,7.805,160.88,6/18/2021
-81.49768000,35.94118000,bif field,L7:2021_06_18_001 (13078),WHEAT,196,29.99,3.150,1.000,50.39,1120.0,On,6/18/2021,0.00,6,14.26,3500.0,1673.5,1673.5,3.629,30.99,30.99,2.147,7.805,241.90,6/18/2021
-81.49770000,35.94116660,bif field,L7:2021_06_18_001 (13078),WHEAT,197,29.99,3.051,1.000,50.39,1120.7,On,6/18/2021,0.00,6,14.26,3500.0,3184.2,3184.2,6.688,58.97,58.97,2.080,7.562,445.89,6/18/2021
-81.49770000,35.94116660,bif field,L7:2021_06_18_001 (13078),WHEAT,198,29.99,2.231,1.000,38.99,1120.7,On,6/18/2021,0.00,6,14.26,2774.5,4324.7,4324.7,6.642,80.09,80.09,1.521,5.529,442.79,6/18/2021
-81.49770553,35.94116107,bif field,L7:2021_06_18_001 (13078),WHEAT,199,29.99,1.181,1.000,38.99,1122.4,On,6/18/2021,0.00,6,14.26,2774.5,6214.6,6214.6,5.053,115.09,115.09,0.805,2.927,336.86,6/18/2021
-81.49770830,35.94115830,bif field,L7:2021_06_18_001 (13078),WHEAT,200,29.99,1.115,1.000,68.43,1122.4,On,6/18/2021,0.00,6,14.26,2774.5,5757.9,5757.9,4.422,106.63,106.63,0.761,2.764,294.77,6/18/2021
-81.49771080,35.94115750,bif field,L7:2021_06_18_001 (13078),WHEAT,201,29.99,1.345,1.000,68.43,1120.4,On,6/18/2021,0.00,6,14.26,3171.7,3921.9,3921.9,3.632,72.63,72.63,0.917,3.334,242.11,6/18/2021
-81.49771330,35.94115670,bif field,L7:2021_06_18_001 (13078),WHEAT,202,29.99,1.804,1.000,48.43,1120.4,On,6/18/2021,0.00,6,14.26,3171.7,2828.2,2828.2,3.513,52.37,52.37,1.230,4.472,234.21,6/18/2021
-81.49771915,35.94115250,bif field,L7:2021_06_18_001 (13078),WHEAT,203,29.99,2.362,1.000,48.43,1121.1,On,6/18/2021,0.00,6,14.26,3171.7,1582.2,1582.2,2.573,29.30,29.30,1.611,5.854,171.52,6/18/2021
-81.49772500,35.94114830,bif field,L7:2021_06_18_001 (13078),WHEAT,204,29.99,2.986,1.000,52.75,1121.1,On,6/18/2021,0.00,6,14.26,3194.4,1034.6,1034.6,2.126,19.16,19.16,2.036,7.399,141.75,6/18/2021
-81.49774660,35.94113500,bif field,L7:2021_06_18_001 (13078),WHEAT,205,29.99,3.248,1.000,52.75,1121.4,On,6/18/2021,0.00,6,14.26,3194.4,971.04,971.04,2.171,17.98,17.98,2.215,8.049,144.75,6/18/2021
-81.49774660,35.94113500,bif field,L7:2021_06_18_001 (13078),WHEAT,206,29.99,3.314,1.000,65.17,1123.0,On,6/18/2021,0.00,6,14.25,3194.4,994.94,994.94,2.270,18.42,18.42,2.259,8.212,151.30,6/18/2021
-81.49776440,35.94112833,bif field,L7:2021_06_18_001 (13078),WHEAT,207,29.99,3.412,1.000,65.17,1123.0,On,6/18/2021,0.00,6,14.25,4166.8,1018.4,1018.4,2.392,18.86,18.86,2.326,8.456,159.47,6/18/2021
-81.49777330,35.94112500,bif field,L7:2021_06_18_001 (13078),WHEAT,208,29.99,3.478,1.000,59.97,1127.3,On,6/18/2021,0.00,6,14.24,4166.8,861.66,861.66,2.063,15.96,15.96,2.371,8.619,137.52,6/18/2021
-81.49778580,35.94111915,bif field,L7:2021_06_18_001 (13078),WHEAT,209,29.99,3.707,1.000,59.97,1127.3,On,6/18/2021,0.00,6,14.24,4166.8,775.65,775.65,1.980,14.36,14.36,2.528,9.188,131.97,6/18/2021
-81.49779670,35.94110830,bif field,L7:2021_06_18_001 (13078),WHEAT,210,29.99,2.920,1.000,53.35,1128.9,On,6/18/2021,0.00,7,14.25,2506.8,1564.1,1564.1,3.144,28.96,28.96,1.991,7.236,209.59,6/18/2021
-81.49781330,35.94109830,bif field,L7:2021_06_18_001 (13078),WHEAT,211,29.99,3.609,1.000,53.35,1128.9,On,6/18/2021,0.00,7,14.25,2506.8,1165.4,1165.4,2.895,21.58,21.58,2.461,8.944,193.02,6/18/2021
-81.49781330,35.94109830,bif field,L7:2021_06_18_001 (13078),WHEAT,212,29.99,3.445,1.000,82.26,1128.6,On,6/18/2021,0.00,7,14.22,3307.5,1056.6,1056.6,2.506,19.57,19.57,2.349,8.537,167.05,6/18/2021
-81.49784330,35.94109500,bif field,L7:2021_06_18_001 (13078),WHEAT,213,29.99,3.445,1.000,82.26,1128.6,On,6/18/2021,0.00,7,14.22,3307.5,1149.8,1149.8,2.727,21.29,21.29,2.349,8.537,181.78,6/18/2021
